,address,adm-fees,garage-places,price,rooms,square-foot,neighborhood,city,latitude,longitude,rand
4390,Rua Xapuri ,800.0,2,949295.0,3,88, Grajaú, Belo Horizonte ,-19.9437549,-43.9704569,0.8959268445759636
4391,Rua Ulisses Marcondes Escobar ,445.0,3,711301.0,4,117, Buritis, Belo Horizonte ,-19.970196,-43.9695053,0.5097222242832489
4392,Rua Flórida ,1150.0,2,1417739.0,4,162, Sion, Belo Horizonte ,-19.9489491,-43.9324084,0.8144899505771169
4393,Rua Conselheiro Andrade Figueira ,900.0,2,671395.0,4,160, Gutierrez, Belo Horizonte ,-19.940385,-43.956856,0.379571178977541
4394,Rua Olavo Bilac ,10.0,1,236837.0,2,45, Santa Mônica, Belo Horizonte ,-19.8327251,-43.9879042,0.01568149419094189
4395,"Rua Níquel, 105 ",,4,1791137.0,4,155, Serra, Belo Horizonte ,-19.9410888,-43.9171343,0.2650137553124864
4396,"Rua dos Aimorés, 2559 ",1239.0,2,1603736.0,3,104, Santo Agostinho, Belo Horizonte ,-19.9245137,-43.9538877,0.6212770016891894
4397,Rua Antônio Torres ,300.0,1,403860.0,3,125, Sagrada Família, Belo Horizonte ,-19.9080039,-43.9240066,0.5388537199771242
4398,"Rua Santa Catarina, 502 ",,1,916236.0,1,83, Lourdes, Belo Horizonte ,-19.9232479,-43.9438549,0.899164284425103
4399,Rua Boa Esperança ,550.0,1,557842.0,3,118, Carmo, Belo Horizonte ,-19.948816,-43.9329524,0.6217060637305487
4400,"Avenida Raja Gabaglia, 4000 ",,2,623984.0,--,120, Estoril, Belo Horizonte ,-19.9364152,-43.9533964,0.7732854892783392
4401,Rua Divinópolis ,,3,1334361.0,4,300, Santa Tereza, Belo Horizonte ,-19.9152819,-43.9111722,0.11967236528450476
4402,Rua Porto Carrero ,1500.0,3,956760.0,4,240, Gutierrez, Belo Horizonte ,-19.9435341,-43.9589666,0.989469833410702
4403,"Rua Albita, 639 ",,1,716414.0,2,140, Cruzeiro, Belo Horizonte ,-19.9428424,-43.9271024,0.9402367372876005
4404,Rua Alumínio ,950.0,3,3097003.0,4,227, Serra, Belo Horizonte ,-19.9390308,-43.9256143,0.9451035858482207
4405,Avenida Barbacena ,,1,678570.0,1,55, Barro Preto, Belo Horizonte ,-19.9262729,-43.9517869,0.12409034695877574
4406,Rua José Sanguinete ,180.0,1,310999.0,3,120, São João Batista, Belo Horizonte ,-19.823625,-43.9589527,0.518472361632206
4407,Avenida Carandaí ,1490.0,3,2136930.0,3,125, Funcionários, Belo Horizonte ,-19.9282667,-43.9283209,0.8718336850494818
4408,Rua Franklin Figueiredo ,700.0,2,786169.0,2,67, Grajaú, Belo Horizonte ,-19.6253397,-43.2105444,0.7338583376617112
4409,Rua Wenceslau Braz ,,1,629211.0,3,14, Copacabana, Belo Horizonte ,-19.8307998,-43.9881048,0.03879361591686725
4410,Rua Via Láctea ,2034.0,4,3912398.0,4,380, Santa Lúcia, Belo Horizonte ,-19.9599038,-43.9467753,0.1782787799438963
4411,Rua Gonçalves Dias ,,--,1046866.0,--,227, Funcionários, Belo Horizonte ,-19.9311846,-43.9376407,0.6447828133099291
4412,Rua José Wanderley Lara ,1.0,4,1776919.0,4,290, Dona Clara, Belo Horizonte ,-19.8602701,-43.9422449,0.1755891898529166
4413,Rua Mário de Andrade Gomes ,280.0,1,378856.0,2,53, Sagrada Família, Belo Horizonte ,-19.9109591,-43.9187938,0.14281548686337775
4414,Avenida do Contorno ,,4,3103442.0,4,205, Lourdes, Belo Horizonte ,-19.9156428,-43.9453796,0.00901810381558954
4415,"Rua Três Fazendas, 309 ",,6,874398.0,4,378, Betânia, Belo Horizonte ,-19.9610322,-43.9826505,0.068333910967187
4416,"Rua Francisco Deslandes, 636 ",1450.0,3,2030803.0,6,400, Anchieta, Belo Horizonte ,-19.9515934,-43.9276908,0.28223966646506116
4417,Rua Campestre ,800.0,2,723140.0,3,84, Sagrada Família, Belo Horizonte ,-19.910294,-43.9229806,0.31674040347876686
4418,Rua Campestre ,800.0,2,803196.0,3,81, Sagrada Família, Belo Horizonte ,-19.910294,-43.9229806,0.829094873582385
4419,"Rua Zodíaco, 183 ",,5,1830463.0,4,219, Santa Lúcia, Belo Horizonte ,-19.9688867,-43.9498249,0.92352144436356
4420,"Rua Rádio, 180 ",680.0,2,596491.0,2,64, São Lucas, Belo Horizonte ,-19.933145,-43.9191379,0.5823534767333889
4421,"Rua Felipe dos Santos, 760 ",1600.0,4,2968468.0,4,168, Lourdes, Belo Horizonte ,-19.9342841,-43.9462997,0.4612651676949012
4422,Rua Pedra Bonita ,,3,2127857.0,4,243, Prado, Belo Horizonte ,-19.9323528,-43.9645172,0.5019280534133426
4423,"Rua Padre João Crisóstomo, 400 ",330.0,3,959690.0,4,118, Coração Eucarístico, Belo Horizonte ,-19.9228494,-43.9885388,0.4248765949950405
4424,Rua Sagitário ,,4,2356777.0,4,340, Santa Lúcia, Belo Horizonte ,-19.9622389,-43.950707,0.9029147541545128
4425,"Rua Palmares, 30 ",,4,1083508.0,5,272, Santa Lúcia, Belo Horizonte ,-19.9684166,-43.9449504,0.4053429672928712
4426,Rua Augusto Moreira ,,1,449041.0,4,140, Jardim Atlântico, Belo Horizonte ,-19.8445112,-43.9813741,0.8168741645907293
4427,"Rua Professora Bartira Mourão, 587 ",700.0,2,523248.0,3,70, Buritis, Belo Horizonte ,-19.9691439,-43.9679544,0.4999510400364422
4428,"Rua Raul Pompéia, 190 ",710.0,2,1103475.0,2,86, São Pedro, Belo Horizonte ,-19.9442016,-43.9377803,0.4945275093784125
4429,Rua Maranguape ,400.0,2,487914.0,3,110, Prado, Belo Horizonte ,-19.9273633,-43.9693562,0.34684174337411566
4430,Rua Grão Pará ,1075.0,3,1592987.0,4,125, Santa Efigênia, Belo Horizonte ,-19.9220194,-43.9214366,0.7999023314868117
4431,Rua Elísio de Brito ,,--,1379454.0,3,427, Boa Vista, Belo Horizonte ,-19.8961532,-43.906395,0.03563429873810531
4432,Rua Terezinha Lopes de Azevedo ,170.0,1,202956.0,2,60, Planalto, Belo Horizonte ,-19.8333493,-43.9413883,0.9385969928022383
4433,Rua Santo Antônio ,50.0,1,337860.0,3,75, São João Batista, Belo Horizonte ,-19.8282851,-44.00698,0.262005265762825
4434,"Rua Maria Madalena Esteves, 206 ",280.0,1,286745.0,2,50, Minaslândia, Belo Horizonte ,-19.8524657,-43.932298,0.46981664724212113
4435,"Rua das Oficinas, 774 ",385.0,2,607693.0,3,85, Esplanada, Belo Horizonte ,-19.9058217,-43.9054698,0.20708875663217574
4436,Avenida Presidente Tancredo Neves ,,2,1105785.0,3,120, Castelo, Belo Horizonte ,-19.9043738,-43.9876431,0.21850523490766594
4437,"Rua Juvenal Melo Senra, 407 ",768.0,2,1006434.0,3,93, Belvedere, Belo Horizonte ,-19.9726191,-43.9383825,0.05971621146784678
4438,Rua Iracema Souza Pinto ,,4,1025639.0,4,354, Planalto, Belo Horizonte ,-19.836889,-43.9493703,0.5240378020147283
4439,"Rua Silvério Ribeiro, 135 ",,3,951345.0,3,204, Dona Clara, Belo Horizonte ,-19.8586444,-43.9490125,0.21869512449640394
4440,Avenida Afonso Pena ,6200.0,11,4360262.0,--,410, Funcionários, Belo Horizonte ,-19.9469331,-43.9212512,0.4743743242547833
4441,"Rua Malva, 12 ",,2,719985.0,3,187, Havaí, Belo Horizonte ,-19.9535723,-43.9744212,0.07669737215183092
4442,Rua dos Goitacazes ,,--,910179.0,4,200, Centro, Belo Horizonte ,-19.9222332,-43.9417274,0.3772399909081342
4443,Rua Santa Marta ,270.0,2,370983.0,3,63, Sagrada Família, Belo Horizonte ,-19.9094089,-43.9213537,0.5932071006438002
4444,Rua Itajubá ,330.0,1,434724.0,3,104, Sagrada Família, Belo Horizonte ,-19.9111658,-43.9295436,0.2915301779269994
4445,Rua Tomaz Gonzaga ,2700.0,4,2925559.0,4,202, Lourdes, Belo Horizonte ,-19.9329322,-43.9411068,0.7069168743236516
4446,Rua Ametista ,,1,452575.0,2,65, Prado, Belo Horizonte ,-19.9239225,-43.960094,0.6044883444431267
4447,"Rua Desembargador Jorge Fontana, 560 ",1700.0,2,1435725.0,4,165, Belvedere, Belo Horizonte ,-19.9742039,-43.9395163,0.9643736236688324
4448,"Rua Campanha, 178 ",1851.0,3,1964406.0,4,320, Carmo, Belo Horizonte ,-19.94255,-43.9326357,0.09834178668103921
4449,Rua São Roque ,400.0,2,631281.0,3,122, Sagrada Família, Belo Horizonte ,-19.898824,-43.9193503,0.07509710429119965
4450,"Rua Virgílio José Batista, 71 ",650.0,2,590834.0,3,85, Estoril, Belo Horizonte ,-19.9583817,-43.966386,0.8166767336956416
4451,Rua Alagoas ,350.0,2,1093288.0,2,104, Savassi, Belo Horizonte ,-19.9314695,-43.9350021,0.21321308860634403
4452,"Rua Adolfo Pereira, 119 ",1700.0,3,1925369.0,4,200, Anchieta, Belo Horizonte ,-19.9490607,-43.921827,0.3257026226006259
4453,Rua Itajubá ,300.0,2,403764.0,2,54, Sagrada Família, Belo Horizonte ,-19.9111658,-43.9295436,0.5361271634420005
4454,"Rua Benjamim Flores, 263 ",350.0,2,851165.0,3,100, Santo Antônio, Belo Horizonte ,-19.9485881,-43.9443883,0.8217368213629845
4455,Rua República do Peru ,,2,553853.0,4,214, Maria Virgínia, Belo Horizonte ,-19.8676957,-43.9329087,0.3031206624774946
4456,Rua Varginha ,255.0,1,451958.0,3,66, Colégio Batista, Belo Horizonte ,-19.9138789,-43.9371921,0.32726358197264405
4457,Rua José Mourão ,400.0,2,752912.0,3,106, Fernão Dias, Belo Horizonte ,-19.8725382,-43.915358,0.601105378339509
4458,"Rua Jornalista Jair Silva, 54 ",1740.0,5,2147722.0,4,184, Cruzeiro, Belo Horizonte ,-19.9466866,-43.9221579,0.6093065731656416
4459,"Rua Sílvio Menicucci, 170 ",300.0,2,459643.0,2,60, Buritis, Belo Horizonte ,-19.97946,-43.978228,0.34920455398694483
4460,Rua Rafael Magalhães ,1000.0,4,1561714.0,4,142, Santo Antônio, Belo Horizonte ,-19.9416592,-43.9459406,0.4831889616716484
4461,"Rua Senador Lima Guimarães, 130 ",,1,517829.0,--,61, Estoril, Belo Horizonte ,-19.9692981,-43.9604284,0.25714977158262153
4462,Rua Buritis ,80.0,1,284935.0,2,92, Candelaria, Belo Horizonte ,-19.8146823,-43.9671995,0.17394053851457902
4463,"Rua Itacaiunas, 131 ",,3,2413234.0,4,355, Buritis, Belo Horizonte ,-19.9765215,-43.9615408,0.6300455521540826
4464,Rua La Plata ,450.0,2,1162750.0,3,83, Sion, Belo Horizonte ,-19.9542202,-43.9328012,0.7112373680845824
4465,Rua Rio Grande do Sul ,1650.0,2,1010764.0,3,91, Santo Agostinho, Belo Horizonte ,-19.9227162,-43.946463,0.3568983886203697
4466,Praça das Constelações ,700.0,2,1048332.0,3,115, Santa Lúcia, Belo Horizonte ,-19.9614988,-43.946213906916434,0.7790056945941752
4467,Rua Desembargador Custódio Lustosa ,,2,831958.0,3,122, Itapoã, Belo Horizonte ,-19.8360944,-43.957278,0.0193118226108846
4468,Avenida Professor Mário Werneck ,610.0,1,517594.0,3,98, Buritis, Belo Horizonte ,-19.9758245,-43.9684461,0.5020874360758932
4469,Rua Florália ,,4,3675738.0,4,215, Anchieta, Belo Horizonte ,-19.9467286,-43.9295572,0.18089176462009615
4470,"Avenida Professor Mário Werneck, 2474 ",600.0,2,475819.0,3,100, Buritis, Belo Horizonte ,-19.9758245,-43.9684461,0.6053519706080391
4471,"Rua Deputado Fábio Vasconcelos, 180 ",,--,1459406.0,--,147, Buritis, Belo Horizonte ,-19.9730475,-43.9764798,0.014549122392331415
4472,Rua Castelo Lamego ,1600.0,3,1382662.0,4,210, Castelo, Belo Horizonte ,-19.8804364,-43.9971772,0.7174739720796922
4473,Rua Aristóteles Ribeiro Vasconcelos ,330.0,1,425124.0,3,90, Santa Rosa, Belo Horizonte ,-19.8636087,-43.9427677,0.4898404895984896
4474,"Rua Flórida, 202 ",2300.0,4,2170646.0,4,192, Sion, Belo Horizonte ,-19.9489491,-43.9324084,0.24687243242912127
4475,Rua Hervália ,,5,1931178.0,6,522, Caiçaras, Belo Horizonte ,-19.9065449,-43.9597207,0.3598718441309414
4476,"Rua Maranhão, 923 ",1250.0,2,1108034.0,3,90, Funcionários, Belo Horizonte ,-19.9265829,-43.9240941,0.08034406473246913
4477,Rua Augusto dos Anjos ,165.0,1,205817.0,2,59, Santa Mônica, Belo Horizonte ,-19.8183028,-43.9856159,0.4342526993071504
4478,Rua Paulo Afonso ,270.0,2,766343.0,3,120, Santo Antônio, Belo Horizonte ,-19.9468549,-43.9460463,0.7898999607839254
4479,"Rua dos Tupis, 185 ",550.0,--,562107.0,3,115, Centro, Belo Horizonte ,-19.9205221,-43.9435645,0.8338314440189233
4480,Rua Boreal ,300.0,1,277573.0,3,70, Jardim Montanhês, Belo Horizonte ,-19.906458,-43.9787281,0.10293269492787083
4481,Rua Antônio Aleixo ,1011.0,2,1549871.0,4,170, Lourdes, Belo Horizonte ,-19.9328187,-43.9465711,0.8310757770067042
4482,Rua João Gualberto Filho ,400.0,1,399644.0,2,64, Sagrada Família, Belo Horizonte ,-19.8938185,-43.9237959,0.4511294035392499
4483,"Rua Santana de Caldas, 204 ",,6,2724240.0,4,381, Mangabeiras, Belo Horizonte ,-19.9556676,-43.9222361,0.8962450906823025
4484,Rua Teixeira de Freitas ,650.0,1,342748.0,1,51, Santo Antônio, Belo Horizonte ,-19.9473451,-43.9478337,0.42492310812431044
4485,"Rua Felipe dos Santos, 204 ",1318.0,3,2917728.0,4,208, Lourdes, Belo Horizonte ,-19.9342841,-43.9462997,0.7650331043242574
4486,"Rua Pedro Natalício de Morais, 95 ",400.0,1,403479.0,2,60, Buritis, Belo Horizonte ,-19.9785725,-43.9726899,0.9726771160456444
4487,Rua Palmira ,,2,836659.0,2,70, Serra, Belo Horizonte ,-19.9400054,-43.9167042,0.522021397813743
4488,Rua Major Lopes ,,2,1072411.0,2,69, São Pedro, Belo Horizonte ,-19.9475495,-43.9353399,0.08149621188134759
4489,"Rua Campos Elíseos, 466 ",180.0,1,359064.0,3,88, Alto Barroca, Belo Horizonte ,-19.9338629,-43.9716847,0.22075740695238977
4490,"Rua Carlos Campos, 10 ",250.0,4,633375.0,3,210, Santa Cruz, Belo Horizonte ,-19.87442,-43.9441167,0.3102648518933313
4491,"Rua Lavras, 438 ",1220.0,3,2630568.0,4,160, São Pedro, Belo Horizonte ,-19.9481626,-43.9382658,0.19390690820555878
4492,"Rua Juiz Costa Val, 65 ",1250.0,2,982546.0,4,140, São Lucas, Belo Horizonte ,-19.9271004,-43.9192351,0.42495598651686184
4493,Rua Florália ,,3,2047264.0,4,145, Anchieta, Belo Horizonte ,-19.9467286,-43.9295572,0.38001331413231276
4494,"Avenida Protásio de Oliveira Penna, 375 ",450.0,2,700287.0,3,90, Buritis, Belo Horizonte ,-19.9785904,-43.9686159,0.6714470532732684
4495,Rua Montevidéu ,30.0,1,271678.0,2,56, Copacabana, Belo Horizonte ,-19.9510708,-43.9349719,0.8120967787514232
4496,"Rua Alessandra Salum Cadar, 920 ",280.0,1,235043.0,2,48, Buritis, Belo Horizonte ,-19.9760471,-43.9703167,0.1925190202707331
4497,"Rua Sílvio Menicucci, 143 ",901.0,2,1049401.0,4,108, Buritis, Belo Horizonte ,-19.97946,-43.978228,0.2838862420528344
4498,Rua Conselheiro Lafaiete ,,2,900687.0,5,223, Sagrada Família, Belo Horizonte ,-19.9114276,-43.925375,0.11959206630460806
4499,"Avenida Barão Homem de Melo, 2600 ",,2,476424.0,--,45, Nova Granada, Belo Horizonte ,-19.9339514,-43.9719187,0.9106110978983418
4500,"Rua Caraça, 248 ",1893.0,5,2472871.0,4,409, Serra, Belo Horizonte ,-19.9430505,-43.9141262,0.775578221181824
4501,Rua Antônio Marcos da Cruz ,10.0,1,319887.0,2,55, Letícia, Belo Horizonte ,-19.8104993,-43.9813661,0.03059095053759353
4502,Rua Alumínio ,950.0,4,5775066.0,4,304, Serra, Belo Horizonte ,-19.9390308,-43.9256143,0.8679834625957885
4503,"Rua Professor Euclydes Ferreira, 359 ",250.0,3,772190.0,3,180, Buritis, Belo Horizonte ,-19.9701337,-43.972571,0.879841905115493
4504,"Rua José Amaury Ferrara, 125 ",525.0,3,841611.0,3,140, Buritis, Belo Horizonte ,-19.9767036,-43.9682334,0.608434257663126
4505,Rua Abel Araújo ,1.0,8,2011427.0,4,333, São Bento, Belo Horizonte ,-19.9586719,-43.9548575,0.23702222983623877
4506,Rua José Hemetério Andrade ,787.0,2,798218.0,4,130, Buritis, Belo Horizonte ,-19.9786425,-43.9631117,0.4031206917304726
4507,"Rua Juacema, 270 ",,1,220976.0,--,32, Graça, Belo Horizonte ,-19.9031505,-43.9327628,0.04877754835348802
4508,"Rua Eli Seabra Filho, 100 ",500.0,1,630875.0,2,70, Buritis, Belo Horizonte ,-19.9756218,-43.9749864,0.6828620590698151
4509,Rua Visconde de Taunay ,10.0,2,433664.0,3,70, Santa Mônica, Belo Horizonte ,-19.9281876,-43.9199884,0.7238293812811399
4510,Rua Agílio Cruz de Souza ,,4,1018013.0,4,244, Serrano, Belo Horizonte ,-19.8794852,-44.0097727,0.438343605293107
4511,Rua Doutor Sette Câmara ,500.0,2,1143167.0,3,145, Luxemburgo, Belo Horizonte ,-19.943202,-43.9554971,0.4891122585502017
4512,Rua Palmira ,,2,853946.0,2,65, Serra, Belo Horizonte ,-19.9400054,-43.9167042,0.38594875708812204
4513,Rua Severiano Martins Pereira ,200.0,1,174583.0,2,50, Teixeira Dias Barreiro, Belo Horizonte ,-19.9934716,-44.0177747,0.6388337650958729
4514,Rua Genoveva de Souza ,250.0,2,807568.0,3,84, Sagrada Família, Belo Horizonte ,-19.9067997,-43.9216393,0.8759996723624788
4515,"Rua Ulhoa Cintra, 50 ",,--,614876.0,--,39, Santa Efigênia, Belo Horizonte ,-19.9226563,-43.9216125,0.6020875560911687
4516,Rua Júlio de Castilho ,,1,343598.0,2,50, Cinqüentenário, Belo Horizonte ,-19.9610731,-43.9808977,0.6473923300421432
4517,Rua Josias Casimiro ,,3,830567.0,4,214, Sagrada Família, Belo Horizonte ,-19.9007656,-43.9156252,0.8652410078924041
4518,Rua São Domingos do Prata ,1.0,4,2111105.0,4,143, Santo Antônio, Belo Horizonte ,-19.9450923,-43.9374086,0.28932977094647605
4519,Rua Padre Marinho ,1100.0,2,1033387.0,2,66, Santa Efigênia, Belo Horizonte ,-19.9250502,-43.9250376,0.35590420299395953
4520,"Rua Patagônia, 1023 ",739.0,2,816048.0,3,90, Sion, Belo Horizonte ,-19.9592013,-43.9350687,0.4936305416401474
4521,Rua Desembargador Lincoln Prates ,1.0,3,771166.0,3,130, Itapoã, Belo Horizonte ,-19.8337996,-43.9575819,0.5099348735392767
4522,"Avenida Afonso Pena, 2522 ",,--,573486.0,--,80, Savassi, Belo Horizonte ,-19.9469331,-43.9212512,0.3561638807911347
4523,"Rua Silva Alvarenga, 787 ",,2,574973.0,3,72, São Geraldo, Belo Horizonte ,-19.8949102,-43.8984785,0.9477589945928407
4524,Rua Tabelião Ferreira de Carvalho ,500.0,1,715772.0,3,121, Cidade Nova, Belo Horizonte ,-19.8869404,-43.9290733,0.011876986815100299
4525,"Rua Marco Aurélio de Miranda, 115 ",461.0,2,771260.0,3,200, Buritis, Belo Horizonte ,-19.9739157,-43.9678046,0.17768658816731853
4526,"Rua Santa Helena, 115 ",340.0,1,407276.0,3,95, Serra, Belo Horizonte ,-19.9425676,-43.9175995,0.6364599053050757
4527,"Rua Olympio Teixeira Guimarães, 25 ",990.0,4,1607779.0,4,200, Estoril, Belo Horizonte ,-19.9671695,-43.9596331,0.4841389361919859
4528,Rua Oliveira ,1099.0,2,1065511.0,4,155, Cruzeiro, Belo Horizonte ,-19.9209465,-43.984636,0.4571098880375257
4529,Rua Pedra Lunar ,10.0,1,413988.0,3,70, Piratininga Venda Nova, Belo Horizonte ,-19.8121976,-43.9824998,0.8282145249111049
4530,"Avenida Augusto de Lima, 1568 ",,--,254188.0,--,30, Barro Preto, Belo Horizonte ,-19.9230616,-43.9441556,0.29725308542093953
4531,Rua Clélia ,230.0,1,258723.0,2,93, Sinimbu, Belo Horizonte ,-19.8236979,-43.9806853,0.24884252449198874
4532,Rua Gustavo da Silveira ,250.0,1,271385.0,3,65, Horto Florestal, Belo Horizonte ,-19.8868514,-43.9128283,0.4027423600329364
4533,Rua Marília de Dirceu ,250.0,--,1613187.0,2,170, Lourdes, Belo Horizonte ,-19.9354054,-43.946541,0.689757552385102
4534,"Rua Cônsul Walter, 15 ",839.0,3,762356.0,3,106, Buritis, Belo Horizonte ,-19.9745736,-43.9696865,0.7285536712505705
4535,"Rua Canadá, 80 ",1600.0,4,2534244.0,4,162, Carmo, Belo Horizonte ,-19.9489491,-43.9324084,0.5192927593380875
4536,Rua Florália ,,3,2422598.0,4,203, Anchieta, Belo Horizonte ,-19.9467286,-43.9295572,0.3978983745420671
4537,Rua Castelo de Ajuda ,400.0,3,571222.0,3,100, Castelo, Belo Horizonte ,-19.8720674,-43.9959865,0.9004562669628582
4538,"Rua Pirapetinga, 67 ",1790.0,3,1686246.0,4,240, Serra, Belo Horizonte ,-19.9431771,-43.9227475,0.24164219095711092
4539,Rua Santa Marta ,242.0,1,272373.0,2,40, Sagrada Família, Belo Horizonte ,-19.9094089,-43.9213537,0.8423102229096113
4540,"Rua La Plata, 253 ",2000.0,3,1938404.0,4,176, Sion, Belo Horizonte ,-19.9542202,-43.9328012,0.01366093581561234
4541,"Rua Ulhoa Cintra, 50 ",,--,495004.0,--,31, Santa Efigênia, Belo Horizonte ,-19.9226563,-43.9216125,0.9976897704332168
4542,Rua São Luiz ,350.0,1,415411.0,3,80, Sagrada Família, Belo Horizonte ,-19.9001845,-43.9172664,0.7017176700889262
4543,"Rua Leopoldina, 850 ",650.0,2,826607.0,4,136, Santo Antônio, Belo Horizonte ,-19.9475349,-43.9422533,0.4806484494515717
4544,Rua Minas Novas ,665.0,1,665739.0,4,130, Cruzeiro, Belo Horizonte ,-19.9404018,-43.9274465,0.18888371673218474
4545,Rua Manoel Passos ,,4,1184536.0,5,357, Santa Cruz, Belo Horizonte ,-19.8775142,-43.9454267,0.8453581430233681
4546,"Rua Gonçalves Dias, 1846 ",830.0,2,1237118.0,3,100, Lourdes, Belo Horizonte ,-19.9311846,-43.9376407,0.7820796426733471
4547,"Rua Visconde de Caravelas, 80 ",,2,787593.0,3,67, Serra, Belo Horizonte ,-19.935028,-43.9200032,0.9211577047477406
4548,"Rua Sena Madureira, 566 ",450.0,2,687225.0,3,76, Ouro Preto, Belo Horizonte ,-19.8740387,-43.9878369,0.8364580705526155
4549,Rua Mário Pederneiras ,,4,458837.0,3,158, Santa Mônica, Belo Horizonte ,-19.8228839,-43.9763656,0.47091667965700557
4550,Rua Engenheiro Amaro Lanari ,400.0,2,881245.0,3,83, Anchieta, Belo Horizonte ,-19.9510325,-43.9294902,0.9897270746539314
4551,Rua Senador Amaral ,,4,1826598.0,3,360, Comiteco, Belo Horizonte ,-19.9542506,-43.9219655,0.4162364585668471
4552,"Rua Clementino Viana Dotti, 162 ",651.0,1,560947.0,2,68, Buritis, Belo Horizonte ,-19.9729996,-43.968041,0.4479052697647008
4553,Rua Guilherme de Almeida ,500.0,2,650294.0,3,95, Santo Antônio, Belo Horizonte ,-19.9482786,-43.9476553,0.8235187359061695
4554,Avenida Afonso Pena ,1230.0,--,894914.0,4,220, Funcionários, Belo Horizonte ,-19.9469331,-43.9212512,0.932184919309889
4555,Rua Maestro George Marinuzzi ,300.0,1,638037.0,3,149, Manacás, Belo Horizonte ,-19.8933063,-43.9979676,0.41390207598839346
4556,Rua Eli Seabra Filho ,340.0,3,1146121.0,4,140, Buritis, Belo Horizonte ,-19.9756218,-43.9749864,0.6951145893236497
4557,"Rua Montese, 1 ",1.0,4,1648370.0,4,178, Itapoã, Belo Horizonte ,-19.8351695,-43.9668719,0.06288286865577952
4558,Rua Grão Pará ,,1,984147.0,2,76, Funcionários, Belo Horizonte ,-19.9220194,-43.9214366,0.057829977282649825
4559,Rua Professor Kalman Sibalszky ,975.0,4,1988637.0,3,140, Pampulha, Belo Horizonte ,-19.8408604,-43.9993629,0.6978641125316639
4560,"Rua Tomaz Gonzaga, 706 ",636.0,2,1527689.0,2,74, Lourdes, Belo Horizonte ,-19.9329322,-43.9411068,0.3162120916737302
4561,Rua Gonçalves Dias ,1.0,2,1784725.0,3,91, Lourdes, Belo Horizonte ,-19.9311846,-43.9376407,0.9404704464681003
4562,"Rua José Rodrigues Pereira, 1310 ",560.0,1,467289.0,2,75, Estoril, Belo Horizonte ,-19.9689909,-43.9546516,0.1259320963279641
4563,Rua Horizonte ,220.0,2,547641.0,3,85, Santa Efigênia, Belo Horizonte ,-19.968443,-44.1916761,0.6767749642041122
4564,"Rua Adolfo Pereira, 403 ",1200.0,2,1097590.0,4,200, Anchieta, Belo Horizonte ,-19.9490607,-43.921827,0.08676610675818297
4565,Rua Padre Faustino ,290.0,2,409582.0,3,120, Nova Vista, Sabará ,-19.8850977,-43.9042111,0.44082810403632056
4566,Rua Marrocos ,,1,256635.0,2,56, Jardim Leblon, Belo Horizonte ,-19.8245577,-43.9930228,0.15804754767419016
4567,Rua Engenheiro Walter Kurrle ,1373.0,2,1481109.0,3,107, Belvedere, Belo Horizonte ,-19.9777773,-43.9433639,0.1361607452941198
4568,Rua Américo Scott ,1500.0,3,1445791.0,4,130, Serra, Belo Horizonte ,-19.935339,-43.9232394,0.9486891707890975
4569,"Rua La Plata, 204 ",,2,1569095.0,3,155, Sion, Belo Horizonte ,-19.9542202,-43.9328012,0.003469078335067821
4570,"Rua Ulhoa Cintra, 50 ",,--,699861.0,--,44, Santa Efigênia, Belo Horizonte ,-19.9226563,-43.9216125,0.787918923485361
4571,"Rua dos Xavantes, 00 ",,2,750695.0,5,220, Santa Mônica, Belo Horizonte ,-19.8292699,-43.9785643,0.5491541698137191
4572,"Rua Paraíba, 869 ",630.0,2,1535353.0,3,99, Savassi, Belo Horizonte ,-19.9262855,-43.9309181,0.7958149350254456
4573,Rua Espírito Santo ,2688.0,3,3775098.0,5,296, Lourdes, Belo Horizonte ,-18.8647762,-41.1217768,0.43968952292575836
4574,Rua Tomé de Souza ,1900.0,4,3112914.0,4,260, Savassi, Belo Horizonte ,-19.9388244,-43.9274451,0.7468447593187112
4575,"Rua La Plata, 293 ",300.0,1,484025.0,2,70, Sion, Belo Horizonte ,-19.9542202,-43.9328012,0.5244012896282411
4576,Avenida Flávio dos Santos ,280.0,2,784740.0,2,89, Floresta, Belo Horizonte ,-19.9143766,-43.9255042,0.7125358233917807
4577,"Rua Desembargador Edésio Fernandes, 148 ",,1,737372.0,--,65, Estoril, Belo Horizonte ,-19.9698548,-43.9558963,0.34418314621454293
4578,"Rua Ulhoa Cintra, 50 ",,--,500926.0,--,32, Santa Efigênia, Belo Horizonte ,-19.9226563,-43.9216125,0.7115204425545489
4579,"Rua Almirante Alexandrino, 700 ",350.0,2,513115.0,1,84, Gutierrez, Belo Horizonte ,-19.931528,-43.9558202,0.15468398474274203
4580,"Rua Gonçalves Dias, 55 ",,6,3415575.0,--,450, Lourdes, Belo Horizonte ,-19.9311846,-43.9376407,0.385248576719463
4581,"Rua Califórnia, 804 ",1400.0,2,762385.0,4,101, Sion, Belo Horizonte ,-19.9530435,-43.9341217,0.37887769351848777
4582,Rua General Patton ,,2,838423.0,3,105, Santa Amélia, Belo Horizonte ,-19.8336462,-43.9791832,0.8087770795319926
